,MK,Kb,MKH,cont,Ka
C8orf33,18.2499,18.1638,17.2277,20.3123,19.2556
EPB41L3,0,0,0.0177937,0.0206922,0.0566417
NDUFS5P2,0,0,0,0,0
GS1-114I9.1,0.0818743,0.0680779,0.0179109,0.0471014,0.32509
CTD-2060F24.1,0,0,0,0,0
FANCI,25.3362,33.5997,24.1238,24.7483,27.074
EEF1B2P2,0.0980383,0.0236564,0.103698,0.0967481,0.0799295
ENSG00000276725,0,0,0,0,0
LINC02219,0,0,0,0,0
THNSL1,2.37141,3.04321,3.81507,3.11027,3.90157
RP4-813D12.3,0,0,0,0,0
BRD4,7.3816,8.24406,10.5138,9.89362,10.4923
ERI2,9.01157,9.93881,8.39507,9.79138,8.56161
ENSG00000275246,0,0,0,0,0
PCMTD1,8.63469,9.70637,11.0095,8.7357,8.82862
ENKUR,0.0419562,0.0717073,0.0670091,0.0849049,0.120802
RP11-707P20.1,0,0,0,0,0
RP11-600L4.1,0,0,0,0,0
TTTY4C,0,0,0,0,0
MTND6P12,0,0,0,0,0
FAM92B,0,0,0,0,0
RP11-83C7.1,0,0,0,0,0
RP11-83C7.3,0,0,0,0,0
LINC01259,0,0,0,0,0
TMEM33,55.3957,48.5039,63.1251,58.5747,68.0292
HAX1,57.3822,64.6,69.1122,67.1975,64.0691
LINC01258,0,0,0,0,0
AMOTL2,36.7984,36.9979,24.2501,34.9399,34.3053
RP11-378I6.1,0,0,0,0.00368075,0
AC022431.3,0,0,0,0,0
C5orf67,0,0,0,0.0187833,0
ENSG00000235360,0,0,0,0,0
ENSG00000235516,0,0,0,0,0
AC008940.1,0,0,0,0,0
RP11-378I6.2,0,0,0,0,0
AMT,1.3651,2.09444,1.61401,1.76871,2.27158
RP11-378I6.3,0,0,0,0,0
MAFG-AS1,3.61357,3.33956,2.76806,2.9063,3.13545
RP11-15P13.1,0,0,0.0194939,0,0
CTB-91J4.1,0,0,0,0,0
RP11-218E20.2,0,0,0,0,0
RP11-218E20.5,0.0437281,0.213472,0.0886121,0.0713285,0.179239
ENSG00000274808,0,0,0,0,0
LAMB2,115.981,135.629,89.2436,111.696,84.0744
PLGLB2,0.0606207,0.0493425,0.0533943,0.1095,0.0431599
PYGL,39.0496,48.9785,43.3066,39.875,40.0002
RP11-110G21.2,0,0,0,0,0
LINC00987,0.00943078,0.0153357,0.00900536,0.0201663,0.0320385
RP11-344B23.2,0,0,0,0,0
PTMAP4,0.429374,0.251796,0.0783589,0.389939,0.312551
RP11-118B22.4,0,0,0,0,0
A2MP1,0,0,0.0167992,0,0
MTATP8P2,0,0,0,0,0
RP11-511H23.2,0.0896899,0.0489797,0.126166,0.150888,0.05672
GPR176,7.48862,7.09404,4.65125,5.99306,6.34536
RP11-14I2.2,0,0,0,0,0
ADIPOR1,59.4528,57.3281,51.2321,56.5166,58.1692
RGPD2,0.00457666,0.00449629,0.00241784,0.00347418,0.00174825
ERVV-2,0,0,0.019622,0.00511116,0.00512281
RPL39P39,0,0,0,0,0
RP11-69E11.8,0.0380698,0.0739911,0,0.0305733,0.124519
LINC01563,0,0,0,0,0
RP11-22N12.2,0,0,0,0,0
LINC02105,0,0,0.0197286,0,0.0309892
GS1-214D18.3,0,0,0,0,0
FSIP1,0.189291,0.205213,0.21537,0.186339,0.263066
CYP4F62P,0,0,0,0,0
TWF1P1,0.37368,0.338185,0.674352,0.507574,0.317324
CTD-2105E13.16,0,0,0.0904461,0.0791976,0.233526
KLF2P2,0,0,0,0,0
RP11-436H11.1,0.152283,0.153074,0.247275,0.0457658,0.0830877
FAR2P2,0,0,0,0,0
LL22NC03-121E8.3,0,0,0,0,0
RP11-793L10.1,0,0,0,0,0
ERLIN1,48.3319,29.5762,23.7304,26.4128,23.7806
RP11-284A20.3,0,0,0,0,0
RP11-333A23.2,0,0,0,0,0
RP11-37C7.3,0.110674,0.141634,0.12743,0.140516,0.186295
RP1-76C18.1,0,0,0,0,0
RP11-37C7.1,3.22126e-30,0,0,0,0
RP11-284A20.2,0,0,0,0.017133,0
RP11-37C7.2,0,0,0,0,0.0241754
RPL11P4,0.0689799,0.103087,0.176467,0.114321,0.112941
RP11-536P6.3,0,0,0,0,0
RP11-284A20.1,0,0,0,0,0
KIF11,47.3259,47.5981,49.2654,47.9908,45.6267
RP11-138P22.1,0.00875494,0.00856083,4.9506e-16,2.03083e-26,3.4988e-20
R3HDM2P2,0,0,0,0,0
PAX5,0,0.00152166,0.00472834,0.0111132,0.012733
RP11-257I8.2,0,0,0,0,0
NOS2,0,0.0028852,0,0,0.00245806
RP11-257I8.1,0,0,0,0,0
TULP1,0.0674555,0.1522,0.0159461,0.0421704,0.0324206
RPL39P5,1.11725,0.0666775,2.3096,0.672361,0.922154
DIEXF,6.2625,6.18758,7.56299,6.74313,7.45134
NPM1P10,0,0,0,0,0
MTCYBP12,0,0,0,0,0
LINC01516,0.00659105,0,0,0,0
HNF1A-AS1,0,0,0,0,0
GPR158,0.00564537,0.113272,0.109586,0.035417,0.0251205
RP11-213G21.2,0,0,0,0,0
RP11-554D13.1,0,0,0,0,0
HNF1A,0.00453229,0.0463704,0.0595218,0.00778535,0.0837127
BMPR1B-AS1,0,0,0,0,0
RP11-20I6.1,0,0,0,0,0
FAM167B,0.113392,0.053201,0.0712714,0.147183,0.0471291
GPR158-AS1,0,0,0,0,0
RP11-430G17.1,0,0,0.0332672,0,0.0288691
CHUK,24.7514,13.6732,15.8755,15.9802,17.6145
CYCSP1,0,0,0,0,0
S100G,0,0,0,0.102751,0
RP11-99E15.2,0,0,0,0,0
RP11-187O7.3,0,0,0,0,0
RP11-99E15.3,0,0,0,0,0
RP11-36D19.9,0,0,0,0,0
RPSAP3,0.0852191,0.0403737,0.0847718,0,0.0703947
RP11-392B6.1,0,0,0,0.0380056,0.0572336
AC002398.12,0.00133973,0.00580179,9.04695e-07,0.0384927,0.0322665
PNPLA4,9.32931,10.5654,4.49894,8.12407,5.82021
HSPB6,0.0600303,0.151508,0.274533,0.0379396,0.121594
ESRRB,0,0,0.03229,0,0.00941877
MAML3,0.492713,0.467681,2.10024,0.869947,1.47298
RP11-119H12.6,0,0,0,0,0
RP11-119H12.4,0.0238052,0.0938954,0.0896069,0.0935003,0.0678184
RP11-650J17.2,0,0,0,0,0
RP3-340N1.2,0.0221048,0.17013,0.285959,0.133712,0.0448086
RP11-119H12.5,0,0,0,0,0
DDIT3,9.20987,9.38074,14.8147,7.76635,9.5292
MAT1A,0,0,0,0,0.0101619
AC004057.1,1.70754,1.60627,2.37212,1.06224,1.63868
RP11-1033H12.3,0,0,0,0,0
RP11-851M3.1,0,0,0,0,0
RP11-650J17.1,0,0.0125804,0,0,0.021121
RP11-160H12.3,0,0,0,0,0
AC006145.4,0,0.0231511,0.0256278,0,0.0203339
RP11-160H12.2,0,0,0,0,0
NGDN,14.5797,14.7414,21.2068,20.69,22.6213
H3F3AP6,0,0.133346,0.280782,0.229332,0.0572225
PLA2G2C,0,0.00761824,0,0,0
MGST2,23.464,23.1727,35.2906,24.2568,28.7464
CTD-2537O9.1,0,0,0,0,0
CACNA2D1,2.48498,2.48419,1.8291,1.95015,1.68338
HNRNPCP6,0.0375433,0,0.114056,0.0149584,0.0154145
RP11-882I15.1,0,0,0,0,0
LDHAL6DP,0,0,0,0,0
ABHD12B,0.255644,0.154085,0.226891,0.268748,0.14454
RP11-482L11.1,0,0,0,0,0
AP000857.2,0,0,0,0,0
PTGDR,0,0,0,0,0
RP11-930P14.2,0.137949,0.394457,0.924061,0.507528,1.05394
AP000857.3,0,0,0,0,0
POTEI,0.0143089,0.00695917,0.00922371,0.00880023,0.00585768
ENSG00000112473,79.8852,67.1448,61.8313,78.6594,77.4212
LINC02128,0,0,0,0,0
RP11-452D12.1,0,0,0,0,0
RP11-123N4.4,0,0,0.0242531,0,0
GLI1,0.120639,0.306398,0.469577,0.0483381,0.0521551
SPINK5,0.0188201,0.0289065,0.154312,0.205361,0.228693
DLG2,0.262573,0.333231,0.107602,0.246119,0.409805
ANK2,2.89298,3.72075,6.27219,2.35804,2.40326
UBXN10,0,0,0,0.00219388,0
MEA1,137.474,113.48,100.608,127.068,140.046
RABGAP1,17.7915,17.5869,12.5137,12.9507,14.3365
UBXN10-AS1,0,0,0,0,0
PNMAL1,6.48974,5.321,5.00249,7.11306,4.36226
ENSG00000230887,0,0,0,0,0
RP11-316M21.7,0.132378,0.301886,0.188506,0.273897,0.0720838
ENSG00000276021,0,0,0,0,0
RP11-80H18.4,0,0,1.38729,0,0
RPL7P9,3.4901,3.60051,4.04956,3.25895,3.4146
THNSL2,0.0131745,0.00425667,0,0.0890562,0
NDEL1,24.1622,24.9536,21.8512,23.4334,18.7826
PPP2R5D,66.2682,53.3159,41.6265,56.3208,62.2147
AGBL2,0.508279,0.62831,0.810684,0.473978,0.399098
RP11-883G14.3,0,0,0,0,0
EIF4G2,224.75,215.658,288.716,244.287,260.314
NXT2,5.27979,6.31483,11.9384,12.5914,12.6107
ENSG00000237403,0,0,0,0,0
LINC02127,0,0,0,0,0
RP1-63M2.7,1.29104,1.48031,0.584454,1.11896,1.25467
RP11-883G14.4,0,0,0,0,0
RP1-63M2.5,0.0482636,0.0459131,0.0956996,0,0.118938
HIGD1AP12,0,0,0,0.088824,0
RP13-225O21.5,0,0,0,0,0
TM2D1,26.5695,30.3705,23.7707,28.2344,26.0806
E2F1,38.7688,31.8247,26.0888,31.8926,30.5761
CSRP2,8.91472,12.9929,12.0074,13.4666,17.5066
ALG5,17.3708,18.269,19.3624,19.9156,19.9831
GNAI2,141.166,147.728,140.635,130.839,105.945
GARNL3,1.95542,2.14983,0.47443,1.14668,1.13255
ASS1P9,0,0,0,0,0.00753753
CTD-2081C10.7,0,0.0338724,0,0.0263864,0.0276384
ENSG00000230332,0,0,0,0,0
ENSG00000204231,19.6203,17.1197,18.1626,19.6629,23.6251
PGCP1,0,0,0,0,0
CDH20,0.0329048,0.01234,0,0.0101954,0.00333897
LYRM9,0.282699,0.586489,0.182488,0.472494,0.316341
ZNF519P1,0,0,0,0,0
STYXL1,19.1352,20.7016,29.6965,24.0761,22.5942
LLNLR-276E7.1,0,0,0,0,0
AC011648.1,0.0543307,0,0,0,0.0446419
PPP5D1,0.255833,0.204654,0.193383,0.115657,0.150679
ENSG00000223952,0,0,0,0,0
RP11-36D19.8,0,0,0,0,0
RP11-508M8.1,0,0,0,0,0
EXOSC8,46.0382,51.0335,42.5719,44.7425,45.135
RP11-427E4.1,0,0,0,0,0
RP11-543G18.1,0,0,0,0,0
HMGB1P22,0,0,0,0,0
AC005776.1,0.10458,0.206964,0.216323,0.766528,0.678517
RP11-108K3.1,0,0,0,0,0
RP11-713H12.1,0.0775917,0.0754556,0.154696,0,0
RP11-108K3.3,0,0,0,0,0
CTB-12A17.3,0,1.56855e-156,1.00539e-242,0,3.20997e-195
ENSG00000281608,0,0,0,0,0
RP11-73E6.2,0,0,0.0172743,0,0
PXMP4,5.98365,4.32011,6.31654,6.05825,5.56255
RP11-713H12.2,0.185217,0.0878783,0.0470817,0.0373198,0.0379747
CALM3,182.481,187.343,160.492,182.035,180.235
RP1-66C13.4,1.03453e-19,3.92123e-45,0,5.55709e-23,5.09014e-20
GPR21,0.016995,6.7912e-05,9.74827e-05,0.11369,0.158765
FNIP1,16.9985,20.2676,17.0306,15.2192,18.2472
MLLT3,4.08302,5.66981,5.42136,6.45089,5.97895
RP11-355O1.7,0.0513901,0,0.167072,0.0811646,0
CTD-3126B10.4,0,0,0,0,0
CYP19A1,0,0,0.0715272,0.0496254,0.243481
RP11-692P14.1,0,0,0,0,0
MYH10,13.2463,13.5591,4.18634,11.7474,12.1419
ENSG00000250402,0,0,0,0,0
BMPR1B,0.29569,0.122679,0.768295,0.578593,0.689694
RPL30P14,0,0,0,0,0
AGO4,3.19255,3.08186,3.1428,3.05761,2.96211
HMGN1P3,1.66739e-68,0.100159,4.65775e-100,0.0575155,2.6608e-12
BANF1P1,0.122352,0,0.121486,0.320156,0.100998
BTF3P5,0.125621,0.0426592,0.0428687,0.210367,0.0336602
RP4-669K10.8,1.52542,1.24158,0.928504,0.987603,1.65276
RP11-756H20.1,0,0,0,0.00833487,0
CTC-394G3.1,0,0,0,0,0
AKR7L,0.12014,0.0655066,0.0204147,0.106949,0.245897
USP46,7.71123,7.10154,7.16923,7.26276,7.40916
CIC,18.379,17.4821,16.1711,15.9128,16.9294
PPIL1,67.6535,52.6748,51.9495,59.9353,60.7224
CTC-394G3.2,0,0,0,0,0
CTBP2P6,0,0,0.0112239,0,0
RPSAP37,0,0,0,0,0
ZNF347,10.4502,10.2754,9.58322,10.5174,11.9452
RP11-114J13.1,0.0371015,0.107685,0,0.058254,0
LINC02039,0,0,0,0,0
C6orf89,43.1562,37.3545,35.8707,44.9236,47.6633
SDC4,70.82,49.039,37.9451,49.8011,40.4097
IDH3A,27.1098,31.2985,22.6104,23.4312,23.2356
LLNLR-246C6.1,0.346182,0.576851,0.597495,0.455898,0.498976
LINC02205,0.294209,0,0,0,0
FMR1-IT1,0,0,0,0.0953749,0.0994889
RP11-674E16.1,0,0.027547,0,0.0454013,0.0460191
ZNF160,6.9101,9.67645,7.80329,9.20782,9.57543
RP3-453C12.14,0.989764,0.554702,0.470716,0.769356,0.975971
KLF3-AS1,0.100887,0.154178,0.0709072,0.0726776,0.141213
C3orf33,2.30123,2.56172,1.69452,2.3706,1.60079
SUPT20H,15.4766,18.2647,13.2656,13.4733,14.7576
RP11-229D13.3,0.239375,0.401678,0.437801,0.297476,0.686382
UBE2J1,14.795,16.996,18.5245,17.9535,17.1933
FAM122B,2.40191,2.45442,7.84753,4.87049,5.728
DYDC2,0,0,0,0,0
KLF3,12.7893,10.815,10.3512,10.8008,10.47
RP1-92C8.3,0,0,0,0,0.073278
PNMAL2,0,0,0.00265149,0.00667629,0
PTRF,193.623,185.765,138.389,161.577,137.015
RP11-617D20.2,0,0,0,0,0
RP11-461F16.3,0,0,0.0400824,0,0
ROS1,0.0108646,0,0.00232165,0.0050723,0.024728
PHBP2,0.0433951,0.0412008,0.0430556,0.017993,0.106997
VCX2,0,0,0,0,0
MIR670HG,0,0,0,0,0
GAPDHP38,0.167055,0.122227,0.181483,0.131135,0.182157
RPL23AP63,0.0594092,0.0900696,0.0618362,0.0738927,0.0958974
CTB-158D10.3,0,0,0,0.00208131,0
AC011551.3,0.283006,0.0937653,0,0,0.275738
KLHL30-AS1,0.00519906,0.00501385,0,0.00879054,0
EIF2S2P3,0.116251,0.137552,0.179721,0.0884776,0.0733305
SOD1P2,0,0,0,0,0
HSD17B12,59.9533,59.7725,60.0834,57.5831,49.5045
KLHL30,0.0401942,0.0462038,0.0552364,0.042811,0.0295104
ZNF415,5.14567,6.1162,5.41044,4.4829,3.95835
CTC-432M15.3,4.9749e-18,5.24233e-09,2.25302e-21,2.97719e-18,1.02174e-08
ERVK13-1,2.06069,2.38284,1.91696,2.56074,2.93069
RTKN,5.35516,9.3995,4.20669,7.20251,3.78526
CTC-428G20.1,0.0421368,0.0400673,0.0208581,0,0.0867302
DYDC1,0,0,0.025153,0,0
USP3-AS1,0.117074,0.197912,0.58725,0.185802,0.335804
FAM19A5,0,0,0,0,0
RRAGD,6.28206,7.67213,7.71651,5.97517,9.0998
AC008937.2,5.00571e-78,2.7062e-56,6.08539e-77,6.25643e-49,0.0351115
MAP3K1,14.1177,14.2943,9.29196,11.8654,9.02649
VCX3B,0,0,0,0,0
USP3,12.2953,12.1923,12.478,11.5164,13.0713
ENSG00000204482,0,0.0868901,0.0243405,0.0244346,0.0296334
LINC02204,0.0119691,0,0.00610605,0.0295615,0
RP11-64K10.1,0,0,0,0,0
SALRNA3,0,0,0.0142403,0.0112834,0
CTA-299D3.8,0,0,0,0,0
SALRNA2,0.0142789,0,0.0227734,0.0172537,0.0289659
SLC23A1,0.112444,0.126111,0.240697,0.0578601,0.185388
RP11-843P14.1,0.116335,0.150869,0.0780695,0.193619,0.0952827
PAFAH1B3,54.1182,48.4568,48.4705,47.8045,54.323
RP11-843P14.2,0,0.0511603,0.0493735,0.0414937,0.0482494
SLC25A40,10.8662,12.913,14.9641,11.0352,12.7011
KIAA1191,57.5342,57.689,48.632,55.8015,50.4995
RP11-685M7.5,0.0717518,0,0.140492,0,0
TRAM1,84.0018,79.4948,97.5801,96.8846,96.6663
RP11-356B19.11,0.629008,0.876482,0.150391,0.340585,0.242019
ENSG00000236237,0,0,0,0,0
AC021188.4,0,0.0590864,0.0289056,0,0.0262322
IQSEC2,2.5373,4.01886,7.11461,5.48908,8.9019
AC073072.5,0.0163543,0.0777419,0.210587,0.240155,0.254972
ITPRIPL1,0.00904427,0.0117004,0,0.0100056,0.0033172
FAM122C,0.753057,1.03533,2.4288,2.20414,2.22119
PRR19,1.62358,1.69635,1.45593,1.78439,1.81577
IL6,5.85827,4.31918,7.55958,13.2096,5.33178
SUCO,13.4591,16.0633,23.2754,19.0105,24.9226
RP11-367J7.3,0,0,0,0,0
RP11-613D13.5,0.0747058,0.104066,0.134989,0.151297,0.0942065
FCRL3,0,0,0,0,0
ENSG00000277317,0,0,0,0,0
HHEX,3.84738,4.26941,5.11256,4.38249,4.40091
PLEKHS1,0.541349,0.568289,0.322946,1.3269,0.240133
INPPL1,42.1714,49.3197,44.1344,45.574,48.4733
SH2D7,0.0569262,0.0257428,0.00557694,0.0267682,1.30483e-178
ENSG00000276930,0,0,0,0,0
LINC01465,1.26019,0.788968,3.17688,1.14918,1.44363
ENSG00000241713,0,0,0,0,0
RP11-631N16.4,1.9323,2.58911,4.12582,3.98245,5.14326
RP11-285A1.1,0,0,0,0.0089273,0.00912571
RP11-631N16.2,0.182025,0.220235,0.491029,0.285293,0.325949
CTB-43P18.1,2.33434,1.36486,1.69587,2.63082,2.10368
DBF4,34.062,31.6801,33.9102,26.5491,30.5872
RP11-545A16.3,0,0,0.00487308,0,0.0117413
ACSBG1,0.0102097,0.0108291,0.0874846,0.0277957,0.0540874
DCBLD1,10.4344,5.54197,7.18794,6.18209,7.48229
PAIP2,33.9473,42.7952,51.2499,42.0179,42.9572
RP11-545A16.4,0,0.0201219,0,0,0
RP11-75A5.1,0,0,0,0,0
ENSG00000049656,97.6107,88.8808,67.2489,84.7604,78.6163
RP11-294O2.1,0,0,0,0,0
ENSG00000236011,0,0,0,0,0
RP11-101K23.1,0,0,0,0,0
ENSG00000274826,0,0,0,0,0
SYT14,0.0834252,0.0400434,0.0172166,0.0219309,0.0186667
AKAP8L,23.7928,23.5227,26.9207,28.1005,29.9002
ENSG00000276974,0,0,0,0,0
RP11-218C23.1,0,0,0,0.0234814,0
ENSG00000278325,0,0,0,0,0
RPL32P26,0,0.0500769,0,0,0
GAPDHP44,0.0306468,0.0603713,0,0.0393327,0.050291
RP1-136J15.5,0,0,0.0318929,0.00764085,0.00799198
LINC01889,0,0,0,0,0
AC097499.2,0,0,0,0,0
PPM1H,0.374157,0.402206,1.13179,0.889235,1.7331
RP11-435O5.5,0.62187,0.536933,0.526703,0.556338,0.444039
CTD-2538G9.5,0.0861876,0,0.250312,0.143604,0.142776
RP11-435O5.4,0.589099,0.252797,0.462482,0.428243,0.699163
RP11-299H22.6,0,0,0,0,0
SIN3B,13.4408,18.2059,24.5674,18.8012,19.1942
XXcos-LUCA16.1,0.192206,0.272739,0.379446,0.161977,0.722454
RP11-299H22.7,0,0,0,0,0
OVGP1,0.0579859,0.0803105,0.25592,0.205366,0.46355
HMGN1P26,0,0,0,0,0.129662
RP4-665N4.4,0.0228564,0,0,0.035585,0
RP11-435J9.2,0.0687291,0.0852403,0.018541,0.026621,0.0277358
LINC01941,0,0,0,0,0
AC007881.4,0,0,0,0,0
SNX27,6.12913,6.94451,7.24845,6.81739,7.35455
AC023347.2,0,0,0,0,0
AC023347.1,0,0,0,0,0
PAIP2B,0.717704,0.619893,0.409551,0.452251,0.491427
YWHAZP2,0.203749,0.263458,0.236397,0.107455,0.167442
RP11-110G21.1,0.847361,0.677127,0.414774,0.804134,0.800847
LA16c-359F1.1,0,0,0.201128,0.0846609,0.0821984
GOPC,28.5392,12.5868,13.3371,11.9984,12.5579
RP4-580N22.2,0,0,0,0,0
ARHGEF6,0.510578,0.749626,0.737624,1.05088,0.787051
RP11-927P21.6,0,0,0,0,0
EML5,0.699092,0.898404,0.820399,0.722856,0.909873
RP11-546K22.3,0,0,0,0,0
RP11-546K22.2,0,0,0,0,0
RP11-583F2.2,0,0.0243424,0.0177548,0,0.0265037
RP11-546K22.1,0,0.0690954,0,0,0
RP11-927P21.11,0,0,0,0,0
RP11-583F2.7,0,0.016271,0,9.88862e-09,0.0203307
CIB2,0,0.0310775,0.0369493,0.227212,0.0357329
RP1-69D17.4,0.0558308,0.157393,0.163448,0.233947,0.298584
ENSG00000204475,0.0329522,0.0215747,0,0,0
RP11-583F2.6,0,0,0,0,0
SLC16A6P1,0,0.0898295,0.0358498,0.0714884,0.0425021
DCLRE1A,5.81679,8.4197,10.322,8.6151,9.12744
KB-1507C5.4,0,0,0,0,0
RP1-196A12.1,0,0,0,0,0
NPM1P52,0,0,0,0,0
RAB11AP2,0,0,0,0,0
ENSG00000090565,7.60504,7.30769,5.01781,6.53352,8.17483
GGTA2P,0,0.0121106,0.0260019,0.0402253,0.0205921
RP11-425D10.10,0.182021,0.14386,0.121038,0.250053,0.224014
PET100,35.1582,34.6997,37.0811,40.1097,40.2147
AC013269.3,0,0,0,0,0
RP11-286N3.2,0,0,0,0,0
CFC1B,0,0,0,0,0
ENSG00000275731,0,0,0,0,0
MBOAT4,0.0142567,0.0136404,0.0430085,0.0478406,0.023548
KB-1639H6.2,0,0,0,0,0
RP11-51J9.4,0.161108,0.0522407,0.0543973,0,0.0433642
RP11-108K3.2,0,0,0,0,0
ATP6V1C1,33.8295,35.699,37.6697,39.2615,43.1645
RP11-51J9.5,1.23733,0.906727,0.747326,0.973765,1.18986
TNFAIP8L3,0.0641817,0.115667,0.143659,0.191269,0.385672
ENSG00000277807,0,0,0,0,0
DCTN6,28.3566,28.8428,28.3789,29.6043,27.9108
CH507-24F1.2,0.06434,0,0.0114892,0.0582611,0.0087115
CTD-3214H19.4,0.968826,1.87904,0.589321,0.559848,1.03587
ENSG00000228875,0,0,0,0,0
RP11-394B5.2,0,0,0,0,0
RP11-442O1.3,0,0,0,0,0
TPCN2,3.14283,3.58772,2.64374,3.64496,3.18062
RP11-22B23.1,0.722357,1.0702,1.1714,0.867767,0.882829
LINC02139,0,0,0,0,0
PHOX2A,0.0705333,0.153681,0.0877157,0.0623517,0.0579507
RP11-404E16.1,0,1.8959e-298,0.255851,0,0
PTGER2,0.208871,0.147429,0.798556,0.489069,0.829623
PCP2,0.0712174,0.0154551,0.0775384,0.0565334,0.0806277
RP1-32B1.4,0,0,0,0,0
NUMB,20.0479,21.8664,20.3281,19.9368,18.5765
BRF2,2.96387,2.85665,2.91783,2.90331,2.9295
LINC01310,0,0,0,0,0
ENSG00000228978,0,0,0,0,0
RAP1BP3,0,0,0,0,0
LINC01757,0,0,0,0,0
SPO11,0,0,0,0,0
AC131056.3,0.0188853,0,0,0,0
RPL35P8,0,0,0,0,0
ENSG00000276085,0,0.119636,0,0.0263294,0.0257056
RP11-509A17.3,0,0,0,0,0
PROSER3,7.09975,7.01627,6.76804,5.98351,5.54439
ENSG00000250584,0,0,0,0.00848954,0
SYNGR4,0.178699,0,0.0191482,0,0.0430162
ENSG00000248951,0,0,0,0,0
ZNF341,1.23123,1.07208,1.4433,1.48283,1.59431
CTD-3214H19.6,0,0.0393726,0,0,0.0511871
ENSG00000279908,0.00420055,0,0.029521,0.00358302,0.0103169
RP11-545L5.1,0,0,0,0,0
RP11-492O8.1,0,0,0,0,0
RP11-32A1.2,0,0,0,0,0
BX842568.1,0,0,0,0,0
STXBP2,18.7147,23.7073,15.5332,21.8306,21.8981
ETF1P2,0.230721,0.172523,0.265714,0.188707,0.274047
ENSG00000275317,0,0,0,0,0
LEPROTL1,14.6038,14.3006,15.335,16.3318,16.7514
LACTB2-AS1,0.0404162,0.0759956,0.0367394,0.100103,0.122405
RHEB,190.445,180.4,165.006,176.724,159.789
BX842568.2,0.0223528,0.042823,0.0112229,0.0277194,0.0364729
ARHGAP24,3.56157,1.41016,3.13278,2.22364,3.39734
KDELR1,140.716,132.45,122.415,138.757,131.798
VWA5B1,0,0,0,0,0
LACTB2,13.68,14.5647,15.3857,16.9923,15.4908
ENSG00000276070,0,0,0,0.0113108,0
CD151,173.959,170.579,146.88,174.549,184.221
NPFFR2,0,0,0,0.020175,0
FBXL22,0.0655123,0.0523904,0.0873128,0.0463247,0.129963
ENSG00000274829,0,0,0,0,0
CENPJ,5.86556,7.00707,6.46266,5.65115,6.62863
ADGRA2,0.0912855,0.120968,0.0801019,0.100202,0.083843
ENSG00000235765,0,0,0,0,0
ERFE,3.94102,5.46185,1.73393,3.53473,3.40912
RP1-34P24.3,0,0,0,0,0
SLC33A1,9.22667,10.083,12.9562,10.1069,10.4572
ENSG00000266442,0,0,0,0,0
CTD-2310F14.1,0.362992,0.394563,0.448542,0.542018,0.533374
SETD9,4.06991,4.01431,4.23977,4.14793,4.12524
RP4-745E8.2,0,0,0,0,0
MUSK,0.888332,0.311575,1.29243,1.30031,4.35307
DYNC1I1,0.4487,0.491121,1.24624,0.410028,0.486828
RPS15AP24,0,0.11045,0.176919,0,0.141583
ACOT12,0,0,0,0,0
BX842568.4,0,0,0,0,0
RP1-29C18.10,0,0,0,0,0
RP4-566L20.1,0,0,0,0,0
RP1-29C18.9,0,0,0,0,0
C22orf34,0.0225974,0,0.0764211,0,0.0187226
RP4-553F4.2,0,0,0.0136992,0,0
FAM47C,0,0,0,0,0
ZNF341-AS1,0.0742013,0.144129,0.248838,0.209596,0.204998
ZC3H14,53.0708,60.4242,53.7591,56.6669,58.3957
DNAJC10,35.8887,36.9552,31.8177,32.5044,27.1648
AC005785.2,0.187172,0.11858,0.324982,0.276271,0.144749
AC005785.5,0.0839004,0.168321,0.396114,0.100655,0.408534
RPL31P2,0.0489204,0.0467501,0.0989234,0,0.159684
AKAP8,10.6403,9.95277,11.4214,12.3047,13.7729
TDRD5,0.0356685,0.0213565,0.128557,0.0545352,0.0890021
RP1-29C18.8,0,0,0,0,0
ENSG00000278495,0,0,0,0,0
AGBL3,1.31971,1.33842,1.35415,1.61947,1.31281
TXNDC16,2.59299,2.97181,3.32059,3.39987,3.70925
FTH1P18,0,0,0,0,0
CTA-722E9.1,0,0,0,0,0
RPL29,444.751,407.485,355.927,383.132,298.091
GRIN2D,0.0640314,0.127837,0.124567,0.166056,0.0918786
HMGN1P15,0.152292,0.077162,0.23531,0,0.0614861
LINC01207,0.00556207,0.0186979,0.635742,0.234976,0.286239
HNRNPA1P72,0,0,0,0,0
RP11-31H15.2,0,0,0,0,0
AC002398.13,0.948154,1.21248,1.82219,1.24243,0.683399
SNHG12,23.3928,14.6007,20.8709,17.9071,25.6575
CCDC112,4.18174,5.03616,4.3785,4.61027,5.42461
AC013269.4,0,0,0,0,0
MOB1AP2,0,0,0,0,0
RP11-430G17.3,0.377392,0.495768,0.152772,0.322051,0.401575
APELA,0,0,0,0.0067245,0
ENSG00000203706,16.6997,14.5143,14.196,13.4276,11.5232
AC013269.5,0,0,0,0,0
ENSG00000082497,9.99165,12.1809,11.4149,8.84566,6.77316
TISP43,0,0,0.0158868,0,0
AC079613.1,0,0,0,0,0
DIRC1,0,0,0,0,0
PEBP1P1,0,0,0,0,0
CRYBA1,0,0,0.0279024,0.0669532,0.0683836
AK7,0.142429,0.183779,0.165143,0.0404461,0.0732252
AC140481.4,0,0,0,0,0
CTD-2072I24.1,0,0,0,0,0
RP11-334G8.1,0,0,0,0,0
AC016644.1,0,0,0,0,0.186606
